"","Dates","Value","Type","Unit","Measure"
"340",2017-03-29 06:06:58,7317,"FatMass",-3,7.317
"341",2017-03-28 06:13:03,84033,"Weight",-3,84.033
"342",2017-03-28 06:13:03,76181,"FatFree",-3,76.181
"343",2017-03-28 06:13:03,9344,"FatRatio",-3,9.344
"344",2017-03-28 06:13:03,7852,"FatMass",-3,7.852
"345",2017-03-27 06:28:12,82907,"Weight",-3,82.907
"346",2017-03-27 06:28:12,74816,"FatFree",-3,74.816
"347",2017-03-27 06:28:12,9759,"FatRatio",-3,9.759
"348",2017-03-27 06:28:12,8091,"FatMass",-3,8.091
"349",2017-03-26 07:19:34,83193,"Weight",-3,83.193
"350",2017-03-26 07:19:34,74534,"FatFree",-3,74.534
"351",2017-03-26 07:19:34,10409,"FatRatio",-3,10.409
"352",2017-03-26 07:19:34,8659,"FatMass",-3,8.659
"353",2017-03-25 06:22:59,84053,"Weight",-3,84.053
"354",2017-03-25 06:22:59,76047,"FatFree",-3,76.047
"355",2017-03-25 06:22:59,9525,"FatRatio",-3,9.525
"356",2017-03-25 06:22:59,8006,"FatMass",-3,8.006
"357",2017-03-24 06:47:19,83968,"Weight",-3,83.968
"358",2017-03-24 06:47:19,75812,"FatFree",-3,75.812
"359",2017-03-24 06:47:19,9713,"FatRatio",-3,9.713
"360",2017-03-24 06:47:19,8156,"FatMass",-3,8.156
"361",2017-03-23 06:05:08,84015,"Weight",-3,84.015
"362",2017-03-23 06:05:08,75883,"FatFree",-3,75.883
"363",2017-03-23 06:05:08,9679,"FatRatio",-3,9.679
"364",2017-03-23 06:05:08,8132,"FatMass",-3,8.132
"365",2017-03-22 05:59:06,84107,"Weight",-3,84.107
"366",2017-03-22 05:59:06,76026,"FatFree",-3,76.026
"367",2017-03-22 05:59:06,9609,"FatRatio",-3,9.609
"368",2017-03-22 05:59:06,8081,"FatMass",-3,8.081
"369",2017-03-21 05:58:41,84390,"Weight",-3,84.39
"370",2017-03-21 05:58:41,76750,"FatFree",-3,76.75
"371",2017-03-21 05:58:41,9054,"FatRatio",-3,9.054
"372",2017-03-21 05:58:41,7640,"FatMass",-3,7.64
"373",2017-03-20 06:13:07,85118,"Weight",-3,85.118
"374",2017-03-20 06:13:07,77120,"FatFree",-3,77.12
"375",2017-03-20 06:13:07,9397,"FatRatio",-3,9.397
"376",2017-03-20 06:13:07,7998,"FatMass",-3,7.998
"377",2017-03-19 06:57:18,85339,"Weight",-3,85.339
"378",2017-03-19 06:57:18,77131,"FatFree",-3,77.131
"379",2017-03-19 06:57:18,9618,"FatRatio",-3,9.618
"380",2017-03-19 06:57:18,8208,"FatMass",-3,8.208
"381",2017-03-18 06:21:39,84735,"Weight",-3,84.735
"382",2017-03-18 06:21:39,76926,"FatFree",-3,76.926
"383",2017-03-18 06:21:39,9216,"FatRatio",-3,9.216
"384",2017-03-18 06:21:39,7809,"FatMass",-3,7.809
"385",2017-03-17 06:06:05,84731,"Weight",-3,84.731
"386",2017-03-17 06:06:05,76727,"FatFree",-3,76.727
"387",2017-03-17 06:06:05,9446,"FatRatio",-3,9.446
"388",2017-03-17 06:06:05,8004,"FatMass",-3,8.004
"389",2017-03-16 05:56:48,85114,"Weight",-3,85.114
"390",2017-03-16 05:56:48,77416,"FatFree",-3,77.416
"391",2017-03-16 05:56:48,9044,"FatRatio",-3,9.044
"392",2017-03-16 05:56:48,7698,"FatMass",-3,7.698
"393",2017-03-15 06:08:41,84191,"Weight",-3,84.191
"394",2017-03-15 06:08:41,76454,"FatFree",-3,76.454
"395",2017-03-15 06:08:41,9190,"FatRatio",-3,9.19
"396",2017-03-15 06:08:41,7737,"FatMass",-3,7.737
"397",2017-03-14 06:04:09,84457,"Weight",-3,84.457
"398",2017-03-14 06:04:09,76443,"FatFree",-3,76.443
"399",2017-03-14 06:04:09,9489,"FatRatio",-3,9.489
"400",2017-03-14 06:04:09,8014,"FatMass",-3,8.014
"401",2017-03-13 06:14:19,85532,"Weight",-3,85.532
"402",2017-03-13 06:14:19,77228,"FatFree",-3,77.228
"403",2017-03-13 06:14:19,9709,"FatRatio",-3,9.709
"404",2017-03-13 06:14:19,8304,"FatMass",-3,8.304
"405",2017-03-12 06:13:31,85112,"Weight",-3,85.112
"406",2017-03-12 06:13:31,77316,"FatFree",-3,77.316
"407",2017-03-12 06:13:31,9160,"FatRatio",-3,9.16
"408",2017-03-12 06:13:31,7796,"FatMass",-3,7.796
"409",2017-03-11 04:59:50,85012,"Weight",-3,85.012
"410",2017-03-11 04:59:50,76967,"FatFree",-3,76.967
"411",2017-03-11 04:59:50,9463,"FatRatio",-3,9.463
"412",2017-03-11 04:59:50,8045,"FatMass",-3,8.045
"413",2017-03-10 06:36:09,84426,"Weight",-3,84.426
"414",2017-03-10 06:36:09,76671,"FatFree",-3,76.671
"415",2017-03-10 06:36:09,9186,"FatRatio",-3,9.186
"416",2017-03-10 06:36:09,7755,"FatMass",-3,7.755
"417",2017-03-09 06:18:24,84204,"Weight",-3,84.204
"418",2017-03-09 06:18:24,77332,"FatFree",-3,77.332
"419",2017-03-09 06:18:24,8162,"FatRatio",-3,8.162
"420",2017-03-09 06:18:24,6872,"FatMass",-3,6.872
"421",2017-03-08 05:48:56,84209,"Weight",-3,84.209
"422",2017-03-08 05:48:56,76657,"FatFree",-3,76.657
"423",2017-03-08 05:48:56,8968,"FatRatio",-3,8.968
"424",2017-03-08 05:48:56,7552,"FatMass",-3,7.552
"425",2017-03-07 06:18:04,84795,"Weight",-3,84.795
"426",2017-03-07 06:18:04,77645,"FatFree",-3,77.645
"427",2017-03-07 06:18:04,8432,"FatRatio",-3,8.432
"428",2017-03-07 06:18:04,7150,"FatMass",-3,7.15
"429",2017-03-06 06:08:12,84137,"Weight",-3,84.137
"430",2017-03-06 06:08:12,75944,"FatFree",-3,75.944
"431",2017-03-06 06:08:12,9738,"FatRatio",-3,9.738
"432",2017-03-06 06:08:12,8193,"FatMass",-3,8.193
"433",2017-03-05 06:32:26,84218,"Weight",-3,84.218
"434",2017-03-05 06:32:26,76371,"FatFree",-3,76.371
"435",2017-03-05 06:32:26,9317,"FatRatio",-3,9.317
"436",2017-03-05 06:32:26,7847,"FatMass",-3,7.847
"437",2017-03-04 05:40:07,84969,"Weight",-3,84.969
"438",2017-03-04 05:40:07,77094,"FatFree",-3,77.094
"439",2017-03-04 05:40:07,9268,"FatRatio",-3,9.268
"440",2017-03-04 05:40:07,7875,"FatMass",-3,7.875
"441",2017-03-03 06:26:34,84077,"Weight",-3,84.077
"442",2017-03-03 06:26:34,76541,"FatFree",-3,76.541
"443",2017-03-03 06:26:34,8963,"FatRatio",-3,8.963
"444",2017-03-03 06:26:34,7536,"FatMass",-3,7.536
"445",2017-03-01 05:38:58,83931,"Weight",-3,83.931
"446",2017-03-01 05:38:58,76610,"FatFree",-3,76.61
"447",2017-03-01 05:38:58,8723,"FatRatio",-3,8.723
"448",2017-03-01 05:38:58,7321,"FatMass",-3,7.321
"449",2017-02-28 05:06:40,84527,"Weight",-3,84.527
"450",2017-02-28 05:06:40,76820,"FatFree",-3,76.82
"451",2017-02-28 05:06:40,9118,"FatRatio",-3,9.118
"452",2017-02-28 05:06:40,7707,"FatMass",-3,7.707
"453",2017-02-27 06:17:32,83906,"Weight",-3,83.906
"454",2017-02-27 06:17:32,75542,"FatFree",-3,75.542
"455",2017-02-27 06:17:32,9969,"FatRatio",-3,9.969
"456",2017-02-27 06:17:32,8364,"FatMass",-3,8.364
"457",2017-02-26 06:55:59,84612,"Weight",-3,84.612
"458",2017-02-26 06:55:59,76569,"FatFree",-3,76.569
"459",2017-02-26 06:55:59,9505,"FatRatio",-3,9.505
"460",2017-02-26 06:55:59,8043,"FatMass",-3,8.043
"461",2017-02-25 06:06:43,84834,"Weight",-3,84.834
"462",2017-02-25 06:06:43,77075,"FatFree",-3,77.075
"463",2017-02-25 06:06:43,9147,"FatRatio",-3,9.147
"464",2017-02-25 06:06:43,7759,"FatMass",-3,7.759
"465",2017-02-24 07:11:20,84813,"Weight",-3,84.813
"466",2017-02-24 07:11:20,77212,"FatFree",-3,77.212
"467",2017-02-24 07:11:20,8963,"FatRatio",-3,8.963
"468",2017-02-24 07:11:20,7601,"FatMass",-3,7.601
"469",2017-02-23 06:00:37,84008,"Weight",-3,84.008
"470",2017-02-23 06:00:37,76313,"FatFree",-3,76.313
"471",2017-02-23 06:00:37,9160,"FatRatio",-3,9.16
"472",2017-02-23 06:00:37,7695,"FatMass",-3,7.695
"473",2017-02-22 05:56:42,83944,"Weight",-3,83.944
"474",2017-02-22 05:56:42,75992,"FatFree",-3,75.992
"475",2017-02-22 05:56:42,9473,"FatRatio",-3,9.473
"476",2017-02-22 05:56:42,7952,"FatMass",-3,7.952
"477",2017-02-21 05:47:54,84662,"Weight",-3,84.662
"478",2017-02-21 05:47:54,76594,"FatFree",-3,76.594
"479",2017-02-21 05:47:54,9529,"FatRatio",-3,9.529
"480",2017-02-21 05:47:54,8068,"FatMass",-3,8.068
"481",2017-02-20 06:33:31,84173,"Weight",-3,84.173
"482",2017-02-20 06:33:31,75720,"FatFree",-3,75.72
"483",2017-02-20 06:33:31,10042,"FatRatio",-3,10.042
"484",2017-02-20 06:33:31,8453,"FatMass",-3,8.453
"485",2017-02-19 06:13:53,85033,"Weight",-3,85.033
"486",2017-02-19 06:13:53,77027,"FatFree",-3,77.027
"487",2017-02-19 06:13:53,9415,"FatRatio",-3,9.415
"488",2017-02-19 06:13:53,8006,"FatMass",-3,8.006
"489",2017-02-18 06:32:55,84926,"Weight",-3,84.926
"490",2017-02-18 06:32:55,76726,"FatFree",-3,76.726
"491",2017-02-18 06:32:55,9655,"FatRatio",-3,9.655
"492",2017-02-18 06:32:55,8200,"FatMass",-3,8.2
"493",2017-02-17 06:43:32,84387,"Weight",-3,84.387
"494",2017-02-17 06:43:32,76408,"FatFree",-3,76.408
"495",2017-02-17 06:43:32,9456,"FatRatio",-3,9.456
"496",2017-02-17 06:43:32,7979,"FatMass",-3,7.979
"497",2017-02-16 05:56:28,84316,"Weight",-3,84.316
"498",2017-02-16 05:56:28,76518,"FatFree",-3,76.518
"499",2017-02-16 05:56:28,9249,"FatRatio",-3,9.249
"500",2017-02-16 05:56:28,7798,"FatMass",-3,7.798
"501",2017-02-15 06:05:11,83681,"Weight",-3,83.681
"502",2017-02-15 06:05:11,76098,"FatFree",-3,76.098
"503",2017-02-15 06:05:11,9061,"FatRatio",-3,9.061
"504",2017-02-15 06:05:11,7583,"FatMass",-3,7.583
"505",2017-02-14 05:47:22,84541,"Weight",-3,84.541
"506",2017-02-14 05:47:22,76631,"FatFree",-3,76.631
"507",2017-02-14 05:47:22,9356,"FatRatio",-3,9.356
"508",2017-02-14 05:47:22,7910,"FatMass",-3,7.91
"509",2017-02-13 05:48:11,84040,"Weight",-3,84.04
"510",2017-02-13 05:48:11,75751,"FatFree",-3,75.751
"511",2017-02-13 05:48:11,9863,"FatRatio",-3,9.863
"512",2017-02-13 05:48:11,8289,"FatMass",-3,8.289
"513",2017-02-12 06:08:42,85144,"Weight",-3,85.144
"514",2017-02-12 06:08:42,77282,"FatFree",-3,77.282
"515",2017-02-12 06:08:42,9234,"FatRatio",-3,9.234
"516",2017-02-12 06:08:42,7862,"FatMass",-3,7.862
"517",2017-02-11 05:53:20,85186,"Weight",-3,85.186
"518",2017-02-11 05:53:20,77353,"FatFree",-3,77.353
"519",2017-02-11 05:53:20,9195,"FatRatio",-3,9.195
"520",2017-02-11 05:53:20,7833,"FatMass",-3,7.833
"521",2017-02-10 07:08:01,84721,"Weight",-3,84.721
"522",2017-02-10 07:08:01,77361,"FatFree",-3,77.361
"523",2017-02-10 07:08:01,8688,"FatRatio",-3,8.688
"524",2017-02-10 07:08:01,7360,"FatMass",-3,7.36
"525",2017-02-09 05:42:03,84477,"Weight",-3,84.477
"526",2017-02-09 05:42:03,76355,"FatFree",-3,76.355
"527",2017-02-09 05:42:03,9614,"FatRatio",-3,9.614
"528",2017-02-09 05:42:03,8122,"FatMass",-3,8.122
"529",2017-02-08 05:23:00,84262,"Weight",-3,84.262
"530",2017-02-08 05:23:00,76006,"FatFree",-3,76.006
"531",2017-02-08 05:23:00,9798,"FatRatio",-3,9.798
"532",2017-02-08 05:23:00,8256,"FatMass",-3,8.256
"533",2017-02-07 05:57:32,84329,"Weight",-3,84.329
"534",2017-02-07 05:57:32,76087,"FatFree",-3,76.087
"535",2017-02-07 05:57:32,9773,"FatRatio",-3,9.773
"536",2017-02-07 05:57:32,8242,"FatMass",-3,8.242
"537",2017-02-06 06:10:59,84341,"Weight",-3,84.341
"538",2017-02-06 06:10:59,75947,"FatFree",-3,75.947
"539",2017-02-06 06:10:59,9952,"FatRatio",-3,9.952
"540",2017-02-06 06:10:59,8394,"FatMass",-3,8.394
"541",2017-02-05 05:41:30,84793,"Weight",-3,84.793
"542",2017-02-05 05:41:30,76365,"FatFree",-3,76.365
"543",2017-02-05 05:41:30,9940,"FatRatio",-3,9.94
"544",2017-02-05 05:41:30,8428,"FatMass",-3,8.428
"545",2017-02-04 06:28:49,85213,"Weight",-3,85.213
"546",2017-02-04 06:28:49,76869,"FatFree",-3,76.869
"547",2017-02-04 06:28:49,9792,"FatRatio",-3,9.792
"548",2017-02-04 06:28:49,8344,"FatMass",-3,8.344
"549",2017-02-03 07:12:36,84153,"Weight",-3,84.153
"550",2017-02-03 07:12:36,76387,"FatFree",-3,76.387
"551",2017-02-03 07:12:36,9229,"FatRatio",-3,9.229
"552",2017-02-03 07:12:36,7766,"FatMass",-3,7.766
"553",2017-02-02 06:03:03,84261,"Weight",-3,84.261
"554",2017-02-02 06:03:03,76393,"FatFree",-3,76.393
"555",2017-02-02 06:03:03,9338,"FatRatio",-3,9.338
"556",2017-02-02 06:03:03,7868,"FatMass",-3,7.868
"557",2017-02-01 06:00:21,83614,"Weight",-3,83.614
"558",2017-02-01 06:00:21,76159,"FatFree",-3,76.159
"559",2017-02-01 06:00:21,8916,"FatRatio",-3,8.916
"560",2017-02-01 06:00:21,7455,"FatMass",-3,7.455
"561",2017-01-31 06:06:33,84076,"Weight",-3,84.076
"562",2017-01-31 06:06:33,76347,"FatFree",-3,76.347
"563",2017-01-31 06:06:33,9192,"FatRatio",-3,9.192
"564",2017-01-31 06:06:33,7729,"FatMass",-3,7.729
"565",2017-01-30 06:37:38,84052,"Weight",-3,84.052
"566",2017-01-30 06:37:38,75902,"FatFree",-3,75.902
"567",2017-01-30 06:37:38,9697,"FatRatio",-3,9.697
"568",2017-01-30 06:37:38,8150,"FatMass",-3,8.15
"569",2017-01-29 06:58:52,83974,"Weight",-3,83.974
"570",2017-01-29 06:58:52,75959,"FatFree",-3,75.959
"571",2017-01-29 06:58:52,9544,"FatRatio",-3,9.544
"572",2017-01-29 06:58:52,8015,"FatMass",-3,8.015
"573",2017-01-28 07:25:17,83888,"Weight",-3,83.888
"574",2017-01-28 07:25:17,76300,"FatFree",-3,76.3
"575",2017-01-28 07:25:17,9046,"FatRatio",-3,9.046
"576",2017-01-28 07:25:17,7588,"FatMass",-3,7.588
"577",2017-01-27 05:57:50,83254,"Weight",-3,83.254
"578",2017-01-27 05:57:50,75550,"FatFree",-3,75.55
"579",2017-01-27 05:57:50,9253,"FatRatio",-3,9.253
"580",2017-01-27 05:57:50,7704,"FatMass",-3,7.704
"581",2017-01-26 06:09:36,83948,"Weight",-3,83.948
"582",2017-01-26 06:09:36,76138,"FatFree",-3,76.138
"583",2017-01-26 06:09:36,9303,"FatRatio",-3,9.303
"584",2017-01-26 06:09:36,7810,"FatMass",-3,7.81
"585",2017-01-25 06:14:03,83656,"Weight",-3,83.656
"586",2017-01-25 06:14:03,75895,"FatFree",-3,75.895
"587",2017-01-25 06:14:03,9277,"FatRatio",-3,9.277
"588",2017-01-25 06:14:03,7761,"FatMass",-3,7.761
"589",2017-01-24 06:04:14,84535,"Weight",-3,84.535
"590",2017-01-24 06:04:14,77215,"FatFree",-3,77.215
"591",2017-01-24 06:04:14,8660,"FatRatio",-3,8.66
"592",2017-01-24 06:04:14,7320,"FatMass",-3,7.32
"593",2017-01-23 08:36:30,85055,"Weight",-3,85.055
"594",2017-01-23 08:36:30,77534,"FatFree",-3,77.534
"595",2017-01-23 08:36:30,8842,"FatRatio",-3,8.842
"596",2017-01-23 08:36:30,7521,"FatMass",-3,7.521
"597",2017-01-20 06:40:34,83256,"Weight",-3,83.256
"598",2017-01-20 06:40:34,75740,"FatFree",-3,75.74
"599",2017-01-20 06:40:34,9028,"FatRatio",-3,9.028
"600",2017-01-20 06:40:34,7516,"FatMass",-3,7.516
"601",2017-01-19 06:18:35,83716,"Weight",-3,83.716
"602",2017-01-19 06:18:35,76069,"FatFree",-3,76.069
"603",2017-01-19 06:18:35,9135,"FatRatio",-3,9.135
"604",2017-01-19 06:18:35,7647,"FatMass",-3,7.647
"605",2017-01-18 06:45:19,83619,"Weight",-3,83.619
"606",2017-01-18 06:45:19,75782,"FatFree",-3,75.782
"607",2017-01-18 06:45:19,9373,"FatRatio",-3,9.373
"608",2017-01-18 06:45:19,7837,"FatMass",-3,7.837
"609",2017-01-18 06:36:39,83689,"Weight",-3,83.689
"610",2017-01-18 06:36:39,76103,"FatFree",-3,76.103
"611",2017-01-18 06:36:39,9065,"FatRatio",-3,9.065
"612",2017-01-18 06:36:39,7586,"FatMass",-3,7.586
"613",2017-01-17 05:43:53,83843,"Weight",-3,83.843
"614",2017-01-17 05:43:53,75559,"FatFree",-3,75.559
"615",2017-01-17 05:43:53,9881,"FatRatio",-3,9.881
"616",2017-01-17 05:43:53,8284,"FatMass",-3,8.284
"617",2017-01-16 06:00:44,83650,"Weight",-3,83.65
"618",2017-01-16 06:00:44,75464,"FatFree",-3,75.464
"619",2017-01-16 06:00:44,9786,"FatRatio",-3,9.786
"620",2017-01-16 06:00:44,8186,"FatMass",-3,8.186
"621",2017-01-15 06:41:21,84664,"Weight",-3,84.664
"622",2017-01-15 06:41:21,76546,"FatFree",-3,76.546
"623",2017-01-15 06:41:21,9588,"FatRatio",-3,9.588
"624",2017-01-15 06:41:21,8118,"FatMass",-3,8.118
"625",2017-01-14 07:01:51,84461,"Weight",-3,84.461
"626",2017-01-14 07:01:51,76299,"FatFree",-3,76.299
"627",2017-01-14 07:01:51,9664,"FatRatio",-3,9.664
"628",2017-01-14 07:01:51,8162,"FatMass",-3,8.162
"629",2017-01-13 06:19:26,84297,"Weight",-3,84.297
"630",2017-01-13 06:19:26,76751,"FatFree",-3,76.751
"631",2017-01-13 06:19:26,8952,"FatRatio",-3,8.952
"632",2017-01-13 06:19:26,7546,"FatMass",-3,7.546
"633",2017-01-12 05:43:01,84509,"Weight",-3,84.509
"634",2017-01-12 05:43:01,76957,"FatFree",-3,76.957
"635",2017-01-12 05:43:01,8936,"FatRatio",-3,8.936
"636",2017-01-12 05:43:01,7552,"FatMass",-3,7.552
"637",2017-01-11 06:14:46,84322,"Weight",-3,84.322
"638",2017-01-11 06:14:46,76472,"FatFree",-3,76.472
"639",2017-01-11 06:14:46,9309,"FatRatio",-3,9.309
"640",2017-01-11 06:14:46,7850,"FatMass",-3,7.85
"641",2017-01-10 05:45:22,84076,"Weight",-3,84.076
"642",2017-01-10 05:45:22,76010,"FatFree",-3,76.01
"643",2017-01-10 05:45:22,9594,"FatRatio",-3,9.594
"644",2017-01-10 05:45:22,8066,"FatMass",-3,8.066
"645",2017-01-09 05:51:15,83610,"Weight",-3,83.61
"646",2017-01-09 05:51:15,75587,"FatFree",-3,75.587
"647",2017-01-09 05:51:15,9596,"FatRatio",-3,9.596
"648",2017-01-09 05:51:15,8023,"FatMass",-3,8.023
"649",2017-01-08 05:45:56,84141,"Weight",-3,84.141
"650",2017-01-08 05:45:56,76332,"FatFree",-3,76.332
"651",2017-01-08 05:45:56,9281,"FatRatio",-3,9.281
"652",2017-01-08 05:45:56,7809,"FatMass",-3,7.809
"653",2017-01-07 06:54:49,84664,"Weight",-3,84.664
"654",2017-01-07 06:54:49,76792,"FatFree",-3,76.792
"655",2017-01-07 06:54:49,9298,"FatRatio",-3,9.298
"656",2017-01-07 06:54:49,7872,"FatMass",-3,7.872
"657",2017-01-06 06:16:11,84956,"Weight",-3,84.956
"658",2017-01-06 06:16:11,77137,"FatFree",-3,77.137
"659",2017-01-06 06:16:11,9204,"FatRatio",-3,9.204
"660",2017-01-06 06:16:11,7819,"FatMass",-3,7.819
"661",2017-01-05 06:01:32,84026,"Weight",-3,84.026
"662",2017-01-05 06:01:32,76274,"FatFree",-3,76.274
"663",2017-01-05 06:01:32,9226,"FatRatio",-3,9.226
"664",2017-01-05 06:01:32,7752,"FatMass",-3,7.752
"665",2017-01-04 05:44:44,84181,"Weight",-3,84.181
"666",2017-01-04 05:44:44,76207,"FatFree",-3,76.207
"667",2017-01-04 05:44:44,9472,"FatRatio",-3,9.472
"668",2017-01-04 05:44:44,7974,"FatMass",-3,7.974
"669",2017-01-03 07:03:08,83837,"Weight",-3,83.837
"670",2017-01-03 07:03:08,76178,"FatFree",-3,76.178
"671",2017-01-03 07:03:08,9136,"FatRatio",-3,9.136
"672",2017-01-03 07:03:08,7659,"FatMass",-3,7.659
"673",2017-01-02 05:46:08,83441,"Weight",-3,83.441
"674",2017-01-02 05:46:08,75077,"FatFree",-3,75.077
"675",2017-01-02 05:46:08,10024,"FatRatio",-3,10.024
"676",2017-01-02 05:46:08,8364,"FatMass",-3,8.364
"677",2017-01-01 07:17:11,85060,"Weight",-3,85.06
"678",2017-01-01 07:17:11,77438,"FatFree",-3,77.438
"679",2017-01-01 07:17:11,8961,"FatRatio",-3,8.961
"680",2017-01-01 07:17:11,7622,"FatMass",-3,7.622
